Unnamed: 0,Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score,year,discipline
22,5505,3:36.61,Robert FARKEN,20 SEP 1997,GER,5h3,"National Stadium, Tokyo (JPN)",03 AUG 2021,1152,2021,men_1500m
23,5505,3:36.61,Azeddine HABZ,19 JUL 1993,FRA,3f1,"Stade Raymond Troussier, Decines (FRA)",11 JUN 2022,1152,2022,men_1500m
24,5525,3:36.62,Steve SCOTT,05 MAY 1956,USA,1,"Indianapolis, IN (USA)",19 JUN 1983,1152,1983,men_1500m
25,5525,3:36.62,Stefano MEI,03 FEB 1963,ITA,4,Paris (FRA),04 SEP 1984,1152,1984,men_1500m
26,5525,3:36.62,Chuck ARAGON,29 MAR 1959,USA,7,Koblenz (GER),06 AUG 1986,1152,1986,men_1500m
27,5525,3:36.62,Hauke FUHLBRÜGGE,21 MAR 1966,GDR,1,Düsseldorf (GER),19 JUN 1988,1152,1988,men_1500m
28,5525,3:36.62,Alessandro LAMBRUSCHINI,07 JAN 1965,ITA,10,"Stade Louis II, Monaco (MON)",02 AUG 1994,1152,1994,men_1500m
29,5525,3:36.62,Kevin SULLIVAN,20 MAR 1974,CAN,1,"Ann Arbor, MI (USA)",16 MAY 1998,1152,1998,men_1500m
30,5525,3:36.62,Adil KAOUCH,01 JAN 1979,MAR,3sf2,"La Cartuja, Sevilla (ESP)",22 AUG 1999,1152,1999,men_1500m
31,5525,3:36.62,Sammy RONO,1974,KEN,4,Leverkusen (GER),20 AUG 2000,1152,2000,men_1500m
32,5525,3:36.62,Noah NGENY,02 NOV 1978,KEN,1,"Suhaim bin Hamad Stadium, Doha (QAT)",05 OCT 2000,1152,2000,men_1500m
33,5525,3:36.62,Abdelkader HACHLAF,03 JUL 1979,MAR,3h2,"Commonwealth Stadium, Edmonton (CAN)",09 AUG 2001,1152,2001,men_1500m
34,5525,3:36.62,Tarek BOUKENSA,19 NOV 1981,ALG,3,Rabat (MAR),19 JUN 2004,1152,2004,men_1500m
35,5525,3:36.62,Benjamin KIPKURUI,28 DEC 1980,KEN,4,"Carson, CA (USA)",22 MAY 2005,1152,2005,men_1500m
36,5525,3:36.62,Mohamed MOUSTAOUI,02 APR 1985,MAR,3,"FBK Stadium, Hengelo (NED)",01 JUN 2009,1152,2009,men_1500m
37,5525,3:36.62,Homiyu TESFAYE,23 JUN 1993,GER,3,"Olympiastadion, Berlin (GER)",01 SEP 2013,1152,2013,men_1500m
38,5525,3:36.62,Garrett HEATH,03 NOV 1985,USA,3f1,Barcelona (ESP),08 JUL 2015,1152,2015,men_1500m
39,5525,3:36.62,Leonel MANZANO,12 SEP 1984,USA,4,"Hayward Field, Eugene, OR (USA)",10 JUL 2016,1152,2016,men_1500m
40,5525,3:36.62,Jordan WILLIAMSZ,21 AUG 1992,AUS,2,Lignano Sabbiadoro (ITA),11 JUL 2018,1152,2018,men_1500m
41,5525,3:36.62,Samuel ZELEKE,09 MAR 1999,ETH,2f1,Carquefou (FRA),21 JUN 2019,1152,2019,men_1500m
42,5525,3:36.62,Justyn KNIGHT,19 JUL 1996,CAN,1,"St. Michael's HS, Austin, TX (USA)",26 FEB 2021,1152,2021,men_1500m
43,5525,3:36.62,Abel KIPSANG,22 NOV 1996,KEN,1f2,"Bungertstadion, Rehlingen (GER)",23 MAY 2021,1152,2021,men_1500m
44,5525,3:36.62,Eric HOLT,12 MAY 1995,USA,4f1,"Griswold Stadium, Portland, OR (USA)",03 JUN 2021,1152,2021,men_1500m
45,5525,3:36.62,Azeddine HABZ,19 JUL 1993,FRA,1f11,Karlsruhe (GER),21 MAY 2022,1152,2022,men_1500m
46,5525,3:36.62,Vincent CIATTEI,21 JAN 1995,USA,9f1,"Jack Kemp Stadium, Los Angeles, CA (USA)",15 JUL 2022,1152,2022,men_1500m
47,5548,3:36.63,Peter WIRZ,29 JUL 1960,SUI,4,Koblenz (GER),28 AUG 1988,1152,1988,men_1500m
48,5548,3:36.63,Markus HACKSTEINER,18 NOV 1964,SUI,7f1,Zürich (SUI),15 AUG 1990,1152,1990,men_1500m
49,5548,3:36.63,Christophe IMPENS,09 DEC 1969,BEL,4,Barcelona (ESP),19 JUL 1993,1152,1993,men_1500m
50,5548,3:36.63,Mohamed SULEIMAN,23 NOV 1969,QAT,4,Villeneuve d'Ascq (FRA),08 JUL 1994,1152,1994,men_1500m
51,5548,3:36.63,Abdellah ABDELHAQ,13 AUG 1968,MAR,7,Nice (FRA),12 JUL 1995,1152,1995,men_1500m
52,5548,3:36.63,Fermín CACHO,16 FEB 1969,ESP,2,"Olympic Stadium, Athina (GRE)",06 AUG 1997,1152,1997,men_1500m
53,5548,3:36.63,Aléxis ABRAHAM,14 FEB 1976,FRA,8,Nice (FRA),08 JUL 2000,1152,2000,men_1500m
54,5548,3:36.63,Juan Carlos HIGUERO,03 AUG 1978,ESP,4,Barcelona (ESP),25 JUL 2000,1152,2000,men_1500m
55,5548,3:36.63,David KIPLAK,27 DEC 1981,KEN,3,Linz (AUT),31 JUL 2003,1152,2003,men_1500m
56,5548,3:36.63,Reyes ESTÉVEZ,02 AUG 1976,ESP,7,"Olympic Stadium, Athina (GRE)",24 AUG 2004,1152,2004,men_1500m
57,5548,3:36.63,Abubaker Ali KAMAL,08 NOV 1983,QAT,7f1,Jerez de la Frontera (ESP),24 JUN 2008,1152,2008,men_1500m
58,5548,3:36.63,Mohamed AL GARNI,02 JUL 1992,QAT,5,"Icahn Stadium, New York, NY (USA)",09 JUN 2012,1152,2012,men_1500m
59,5548,3:36.63,Marouane HABTI,15 JAN 1994,MAR,1,Radés (TUN),09 JUN 2012,1152,2012,men_1500m
60,5548,3:36.63,Rabii DOUKKANA,06 DEC 1987,FRA,2f1,Karlstad (SWE),03 JUL 2019,1152,2019,men_1500m
61,5548,3:36.63,Ronald MUSAGALA,16 DEC 1992,UGA,1f2,"Mandela National Stadium, Kampala (UGA)",24 APR 2021,1152,2021,men_1500m
62,5548,3:36.63,István SZÖGI,12 SEP 1995,HUN,8,"Stade des Grands Pêchers, Montreuil (FRA)",01 JUN 2021,1152,2021,men_1500m
63,5548,3:36.63,Abdellatif SADIKI,15 JAN 1999,MAR,2,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",18 SEP 2021,1152,2021,men_1500m
64,5548,3:36.63,Christoph KESSLER,28 APR 1995,GER,2f11,Karlsruhe (GER),21 MAY 2022,1152,2022,men_1500m
65,5548,3:36.63,Hobbs KESSLER,15 MAR 2003,USA,5,"Hayward Field, Eugene, OR (USA)",28 MAY 2022,1152,2022,men_1500m
66,5548,3:36.63,George MILLS,12 MAY 1999,GBR,2f1,"Stade Delort, Marseille (FRA)",15 JUN 2022,1152,2022,men_1500m
67,5548,3:36.63,Jorge David TORRE,11 FEB 1998,ESP,4f1,Castellón (ESP),16 JUN 2022,1152,2022,men_1500m
68,5548,3:36.63,Nanami ARAI,26 DEC 1994,JPN,1,"Athletics Stadium, Fukagawa (JPN)",22 JUN 2022,1152,2022,men_1500m
69,5570,3:36.64,Mike BOIT,06 JAN 1949,KEN,5,Lausanne (SUI),14 JUL 1982,1152,1982,men_1500m
70,5570,3:36.64,Han KULKER,15 AUG 1959,NED,1,Essen (GER),12 JUN 1987,1152,1987,men_1500m
71,5570,3:36.64,Maurice SMITH,20 NOV 1962,USA,5,Hengelo (NED),12 AUG 1990,1152,1990,men_1500m
72,5570,3:36.64,Michael BUSCH,20 NOV 1966,GER,3,Duisburg (GER),07 JUN 1992,1152,1992,men_1500m
73,5570,3:36.64,Wilfred Oanda KIROCHI,12 DEC 1969,KEN,6f1,"Stadio Olimpico, Roma (ITA)",09 JUN 1992,1152,1992,men_1500m
74,5570,3:36.64,Mohamed SULEIMAN,23 NOV 1969,QAT,2,Sevilla (ESP),05 JUN 1993,1152,1993,men_1500m
75,5570,3:36.64,Gennaro DI NAPOLI,05 MAR 1968,ITA,11,Köln (GER),21 AUG 1994,1152,1994,men_1500m
76,5570,3:36.64,Mohamed SULEIMAN,23 NOV 1969,QAT,3h3,"Olympic Stadium, Athina (GRE)",03 AUG 1997,1152,1997,men_1500m
77,5570,3:36.64,Sammy Kibet LANGAT,24 JAN 1970,KEN,3,Stuttgart (GER),06 JUN 1999,1152,1999,men_1500m
78,5570,3:36.64,Jürgen VANDEWIELE,10 MAY 1974,BEL,10,Bruxelles (BEL),03 SEP 1999,1152,1999,men_1500m
79,5570,3:36.64,Adam GOUCHER,18 FEB 1975,USA,12,Stockholm (SWE),17 JUL 2001,1152,2001,men_1500m
80,5570,3:36.64,Gert-Jan LIEFERS,26 SEP 1978,NED,6sf1,"Commonwealth Stadium, Edmonton (CAN)",10 AUG 2001,1152,2001,men_1500m
81,5570,3:36.64,Grant ROBISON,27 SEP 1978,USA,5,Madrid (ESP),19 JUL 2003,1152,2003,men_1500m
82,5570,3:36.64,Augustine Kiprono CHOGE,21 JAN 1987,KEN,13,Heusden-Zolder (BEL),31 JUL 2004,1152,2004,men_1500m
83,5570,3:36.64,Geoffrey Kipkoech RONO,21 APR 1987,KEN,1,Ponce (PUR),19 MAY 2007,1152,2007,men_1500m
84,5570,3:36.64,Ryan GREGSON,26 APR 1990,AUS,2f1,Sollentuna (SWE),28 JUN 2011,1152,2011,men_1500m
85,5570,3:36.64,Gregory BEUGNET,14 SEP 1987,FRA,5,Reims (FRA),04 JUL 2012,1152,2012,men_1500m
86,5570,3:36.64,Florian CARVALHO DE FONSESCO,09 MAR 1989,FRA,6,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",22 MAY 2016,1152,2016,men_1500m
87,5570,3:36.64,Jake WIGHTMAN,11 JUL 1994,GBR,5,"Somerville, MA (USA)",17 JUN 2016,1152,2016,men_1500m
88,5570,3:36.64,Matthew CENTROWITZ,18 OCT 1989,USA,8,"Drake Stadium, Los Angeles, CA (USA)",27 MAY 2023,1152,2023,men_1500m
89,5570,3:36.64,Jesús GÓMEZ,24 APR 1991,ESP,11f1,"Estadio Iberoamericano, Huelva (ESP)",06 JUN 2023,1152,2023,men_1500m
90,5570,3:36.64,Gonzalo GARCÍA,26 JAN 1995,ESP,6f1,"Pistes d'atletisme Gaetà Huguet, Castellón (ESP)",14 JUN 2023,1152,2023,men_1500m
91,5570,3:36.64,Anass ESSAYI,18 MAY 2001,MAR,4f1,"Stade d'Athletisme Pierre Voillequin, Troyes (FRA)",01 JUL 2023,1152,2023,men_1500m
92,5593,3:36.65,Andreas BUSSE,06 MAY 1959,GDR,1,Moskva (URS),17 AUG 1984,1152,1984,men_1500m
93,5593,3:36.65,Gennaro DI NAPOLI,05 MAR 1968,ITA,4,"Estadio Olímpico, Barcelona (ESP)",09 SEP 1989,1152,1989,men_1500m
94,5593,3:36.65,Shane HEALY,05 OCT 1968,IRL,7f2,Zürich (SUI),14 AUG 1996,1152,1996,men_1500m
95,5593,3:36.65,Mickaël DAMIAN,09 NOV 1969,FRA,8,Stuttgart (GER),19 JUL 1998,1152,1998,men_1500m
96,5593,3:36.65,Kamal BOULAHFANE,01 JUL 1976,ALG,9,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2004,1152,2004,men_1500m
97,5593,3:36.65,Abdelslam KENNOUCHE,07 OCT 1980,ALG,9,Paris (FRA),01 JUL 2005,1152,2005,men_1500m
98,5593,3:36.65,Juan Carlos HIGUERO,03 AUG 1978,ESP,6sf2,"Olympiastadion, Helsinki (FIN)",08 AUG 2005,1152,2005,men_1500m
99,5593,3:36.65,Mekonnen GEBREMEDHIN,11 OCT 1988,ETH,3,"Nyayo National Stadium, Nairobi (KEN)",01 AUG 2010,1152,2010,men_1500m
0,5593,3:36.65,Kamali MAJDUBI,01 MAY 1993,MAR,10f1,Bottrop (GER),06 JUL 2012,1152,2012,men_1500m
1,5593,3:36.65,Garrett HEATH,03 NOV 1985,USA,2f1,Heusden-Zolder (BEL),07 JUL 2012,1152,2012,men_1500m
2,5593,3:36.65,Dumisane HLASELO,08 JUN 1989,RSA,9,"Suhaim bin Hamad Stadium, Doha (QAT)",06 MAY 2016,1152,2016,men_1500m
3,5593,3:36.65,Hamish CARSON,01 NOV 1988,NZL,1f3,Windsor (CAN),21 MAY 2016,1152,2016,men_1500m
4,5593,3:36.65,Ismael DEBJANI,25 SEP 1990,BEL,3,Montreuil-sous-Bois (FRA),01 JUN 2017,1152,2017,men_1500m
5,5593,3:36.65,Kyle MERBER,19 NOV 1990,USA,6,"New York, NY (USA)",06 JUL 2017,1152,2017,men_1500m
6,5593,3:36.65,Jakub HOLUŠA,20 FEB 1988,CZE,3,Bern (SUI),03 AUG 2019,1152,2019,men_1500m
7,5593,3:36.65,Joao BUSSOTTI NEVES,10 MAY 1993,ITA,4,"Parc des Sports C. Ehrmann, Nice (FRA)",12 JUN 2021,1152,2021,men_1500m
8,5593,3:36.65,Charlie DA'VALL GRICE,07 NOV 1993,GBR,,"Bislett Stadion, Oslo (NOR)",01 JUL 2021,1152,2021,men_1500m
9,5593,3:36.65,Hicham AKANKAM,04 APR 1998,MAR,1f2,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",22 MAY 2022,1152,2022,men_1500m
10,5593,3:36.65,Cameron PROCEVIAT,20 SEP 1993,CAN,10,"Parc des Sports C. Ehrmann, Nice (FRA)",17 JUN 2023,1152,2023,men_1500m
11,5612,3:36.66,Jonah BIRIR,12 DEC 1971,KEN,2,Stockholm (SWE),05 JUL 1993,1152,1993,men_1500m
12,5612,3:36.66,Rachid EL BASIR,04 OCT 1968,MAR,5,"Stade Louis II, Monaco (MON)",07 AUG 1993,1152,1993,men_1500m
13,5612,3:36.66,Mohamed SULEIMAN,23 NOV 1969,QAT,4,"Stadio Olimpico, Roma (ITA)",08 JUN 1994,1152,1994,men_1500m
14,5612,3:36.66,Vyacheslav SHABUNIN,27 SEP 1969,RUS,1,Paris-St-Denis (FRA),01 JUN 1995,1152,1995,men_1500m
15,5612,3:36.66,Brian HYDE,13 OCT 1972,USA,8,"Stade Louis II, Monaco (MON)",25 JUL 1995,1152,1995,men_1500m
16,5612,3:36.66,Rachid EL BASIR,04 OCT 1968,MAR,14,Köln (GER),18 AUG 1995,1152,1995,men_1500m
17,5612,3:36.66,Abdelkader CHÉKHÉMANI,18 JUL 1971,FRA,12,Paris (FRA),04 JUL 2003,1152,2003,men_1500m
18,5612,3:36.66,Craig MOTTRAM,18 JUN 1980,AUS,1f1,Göteborg (SWE),24 JUN 2008,1152,2008,men_1500m
19,5612,3:36.66,Nicholas Kiptanui KEMBOI,18 DEC 1989,KEN,3,Nairobi (KEN),05 JUL 2008,1152,2008,men_1500m
20,5612,3:36.66,Rob MYERS,05 AUG 1980,USA,5,"Icahn Stadium, New York, NY (USA)",30 MAY 2009,1152,2009,men_1500m
21,5612,3:36.66,Remmy Limo NDIWA,03 FEB 1988,KEN,2,Reims (FRA),30 JUN 2010,1152,2010,men_1500m
22,5612,3:36.66,Jake WIGHTMAN,11 JUL 1994,GBR,,"Olympic Stadium, London (GBR)",21 JUL 2019,1152,2019,men_1500m
23,5612,3:36.66,Ronald KWEMOI,19 SEP 1995,KEN,7h3,"Khalifa International Stadium, Doha (QAT)",03 OCT 2019,1152,2019,men_1500m
24,5612,3:36.66,Jakub HOLUŠA,20 FEB 1988,CZE,9,"Stade des Grands Pêchers, Montreuil (FRA)",01 JUN 2021,1152,2021,men_1500m
25,5612,3:36.66,Salim KEDDAR,23 NOV 1993,ALG,4f1,"Stade Raymond Troussier, Decines (FRA)",19 JUN 2021,1152,2021,men_1500m
26,5627,3:36.67,Rüdiger STENZEL,16 APR 1968,GER,1,Kassel (GER),28 MAY 1997,1152,1997,men_1500m
27,5627,3:36.67,Mohamed KHALDI,05 MAR 1975,ALG,5,Hechtel (BEL),05 AUG 2000,1152,2000,men_1500m
28,5627,3:36.67,Juan Carlos HIGUERO,03 AUG 1978,ESP,2,San Sebastián (ESP),18 AUG 2001,1152,2001,men_1500m
29,5627,3:36.67,Leonel MANZANO,12 SEP 1984,USA,6h1,"National Stadium, Beijing (CHN)",15 AUG 2008,1152,2008,men_1500m
30,5627,3:36.67,Mulugeta WENDIMU,07 JAN 1985,ETH,6h4,"National Stadium, Beijing (CHN)",15 AUG 2008,1152,2008,men_1500m
31,5627,3:36.67,Pablo SOLARES,22 DEC 1984,MEX,6,"Icahn Stadium, New York, NY (USA)",30 MAY 2009,1152,2009,men_1500m
32,5627,3:36.67,Carsten SCHLANGEN,31 DEC 1980,GER,1f1,Metz (FRA),29 JUN 2010,1152,2010,men_1500m
33,5627,3:36.67,Will LEER,15 APR 1985,USA,1f1,"Los Angeles, CA (USA)",17 MAY 2013,1152,2013,men_1500m
34,5627,3:36.67,Abdi WAISS,03 JUL 1996,DJI,1,Djibouti (DJI),31 MAR 2016,1152,2016,men_1500m
35,5627,3:36.67,Adam Ali MUSAB,17 APR 1995,QAT,10,"Suhaim bin Hamad Stadium, Doha (QAT)",06 MAY 2016,1152,2016,men_1500m
36,5627,3:36.67,Brahim KAAZOUZI,15 JUN 1990,MAR,6,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUN 2019,1152,2019,men_1500m
37,5627,3:36.67,Bethwell BIRGEN,06 AUG 1988,KEN,10f1,"Suhaim bin Hamad Stadium, Doha (QAT)",25 SEP 2020,1152,2020,men_1500m
38,5627,3:36.67,Sean MCGORTY,08 MAR 1995,USA,5,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",29 JUL 2022,1152,2022,men_1500m
39,5640,3:36.68,Claudio PATRIGNANI,09 JAN 1959,ITA,3,Bruxelles (BEL),24 AUG 1984,1151,1984,men_1500m
40,5640,3:36.68,Jonah BIRIR,12 DEC 1971,KEN,6,"Stade Olympique de la Pontaise, Lausanne (SUI)",07 JUL 1993,1151,1993,men_1500m
41,5640,3:36.68,Anthony WHITEMAN,13 NOV 1971,GBR,5,Villeneuve d'Ascq (FRA),25 MAY 1996,1151,1996,men_1500m
42,5640,3:36.68,Andrey ZADOROZHNIY,03 SEP 1973,RUS,3,Lisboa (POR),20 JUN 1998,1151,1998,men_1500m
43,5640,3:36.68,Berhanu ALEMU,16 JUL 1982,ETH,4,Nijmegen (NED),23 MAY 2000,1151,2000,men_1500m
44,5640,3:36.68,Paul MCMULLEN,19 FEB 1972,USA,13,Stockholm (SWE),17 JUL 2001,1151,2001,men_1500m
45,5640,3:36.68,Tarek BOUKENSA,19 NOV 1981,ALG,1,Nantes (FRA),11 SEP 2002,1151,2002,men_1500m
46,5640,3:36.68,Bryan BERRYHILL,15 DEC 1977,USA,8,Zagreb (CRO),07 JUL 2003,1151,2003,men_1500m
47,5640,3:36.68,Craig MOTTRAM,18 JUN 1980,AUS,1,Göteborg (SWE),14 JUN 2005,1151,2005,men_1500m
48,5640,3:36.68,Andrew BADDELEY,20 JUN 1982,GBR,3,"Crystal Palace, London (GBR)",03 AUG 2007,1151,2007,men_1500m
49,5640,3:36.68,Arturo CASADO,26 JAN 1983,ESP,8,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2007,1151,2007,men_1500m
50,5640,3:36.68,Asbel KIPROP,30 JUN 1989,KEN,12,"Letzigrund, Zürich (SUI)",29 AUG 2008,1151,2008,men_1500m
51,5640,3:36.68,Amine LAALOU,13 MAY 1982,MAR,1sf1,"Olympiastadion, Berlin (GER)",17 AUG 2009,1151,2009,men_1500m
52,5640,3:36.68,Bartosz NOWICKI,26 FEB 1984,POL,5f1,Rehlingen (GER),13 JUN 2011,1151,2011,men_1500m
53,5640,3:36.68,Fouad EL KAAM,27 MAY 1988,MAR,6,"Icahn Stadium, New York, NY (USA)",09 JUN 2012,1151,2012,men_1500m
54,5640,3:36.68,Andrew WHEATING,21 NOV 1987,USA,3,"Hayward Field, Eugene, OR (USA)",01 JUL 2012,1151,2012,men_1500m
55,5640,3:36.68,Silas KIPLAGAT,20 AUG 1989,KEN,2,Nairobi (KEN),26 APR 2014,1151,2014,men_1500m
56,5640,3:36.68,Johan CRONJE,13 APR 1982,RSA,9f1,Heusden-Zolder (BEL),18 JUL 2015,1151,2015,men_1500m
57,5640,3:36.68,Aman WOTE,18 APR 1984,ETH,12,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1151,2019,men_1500m
58,5659,3:36.69,Mehdi AIDET,03 NOV 1953,ALG,1,Leningrad (URS),26 JUL 1981,1151,1981,men_1500m
59,5659,3:36.69,John WALKER,12 JAN 1952,NZL,3,Rieti (ITA),02 SEP 1984,1151,1984,men_1500m
60,5659,3:36.69,Mirosław ŻERKOWSKI,20 AUG 1956,POL,1,Nyköping (SWE),04 JUL 1989,1151,1989,men_1500m
61,5659,3:36.69,Graham HOOD,02 APR 1972,CAN,4h3,"Olympic Stadium, Athina (GRE)",03 AUG 1997,1151,1997,men_1500m
62,5659,3:36.69,Paul MWANGI,19 NOV 1973,KEN,2,Malmö (SWE),03 AUG 1998,1151,1998,men_1500m
63,5659,3:36.69,David LELEI,10 MAY 1971,KEN,5,Doha (QAT),13 MAY 1999,1151,1999,men_1500m
64,5659,3:36.69,Samir BENFARES,06 JUN 1968,FRA,9,Nürnberg (GER),13 JUN 1999,1151,1999,men_1500m
65,5659,3:36.69,Andrew GRAFFIN,20 DEC 1977,GBR,11,Rieti (ITA),08 SEP 2002,1151,2002,men_1500m
66,5659,3:36.69,Vincent RONO,22 JUN 1986,KEN,1f1,"New York, NY (USA)",08 JUN 2008,1151,2008,men_1500m
67,5659,3:36.69,Ross MURRAY,08 OCT 1990,GBR,1f1,Manchester (GBR),19 MAY 2012,1151,2012,men_1500m
68,5659,3:36.69,Galen RUPP,08 MAY 1986,USA,,"Olympic Stadium, London (GBR)",27 JUL 2013,1151,2013,men_1500m
69,5659,3:36.69,Bethwell BIRGEN,06 AUG 1988,KEN,,"Bislett Stadion, Oslo (NOR)",11 JUN 2014,1151,2014,men_1500m
70,5659,3:36.69,Hillary Kipkorir MAIYO,02 OCT 1993,KEN,2f1,Huelva (ESP),12 JUN 2014,1151,2014,men_1500m
71,5659,3:36.69,Charles Cheboi SIMOTWO,05 JUN 1995,KEN,5,Nairobi (KEN),24 JUN 2017,1151,2017,men_1500m
72,5659,3:36.69,Taoufik MAKHLOUFI,29 APR 1988,ALG,2sf1,"Khalifa International Stadium, Doha (QAT)",04 OCT 2019,1151,2019,men_1500m
73,5659,3:36.69,Neil GOURLEY,07 FEB 1995,GBR,3sf1,"Khalifa International Stadium, Doha (QAT)",04 OCT 2019,1151,2019,men_1500m
74,5659,3:36.69,Craig ENGELS,01 MAY 1994,USA,4sf1,"Khalifa International Stadium, Doha (QAT)",04 OCT 2019,1151,2019,men_1500m
75,5659,3:36.69,Baptiste MISCHLER,23 NOV 1997,FRA,6,"Stadion Juliska, Praha (CZE)",07 JUN 2021,1151,2021,men_1500m
76,5659,3:36.69,Craig ENGELS,01 MAY 1994,USA,4,"Hayward Field, Eugene, OR (USA)",27 JUN 2021,1151,2021,men_1500m
77,5659,3:36.69,Hyuga ENDO,05 AUG 1998,JPN,2f4,"Egao Kenko Stadium, Kumamoto (JPN)",09 APR 2022,1151,2022,men_1500m
78,5659,3:36.69,Eliud KIPSANG,09 SEP 1996,KEN,6,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",25 JUN 2022,1151,2022,men_1500m
79,5659,3:36.69,Ignacio FONTES,22 JUN 1998,ESP,7h1,"Hayward Field, Eugene, OR (USA)",16 JUL 2022,1151,2022,men_1500m
80,5681,3:36.70,Matt CENTROWITZ,28 JAN 1955,USA,2,"Eugene, OR (USA)",27 JUN 1976,1151,1976,men_1500m
81,5681,3:36.7h,Dick QUAX,1948,NZL,2,Oslo (NOR),30 JUN 1976,1151,1976,men_1500m
82,5681,3:36.70,David MOORCROFT,10 APR 1953,GBR,3,"Stadion Evžena Rošického, Praha (TCH)",03 SEP 1978,1151,1978,men_1500m
83,5681,3:36.7h,Pierre DÉLÈZE,25 AUG 1958,SUI,3,Paris (FRA),06 JUL 1979,1151,1979,men_1500m
84,5681,3:36.7h,Tony ROGERS,30 APR 1957,NZL,1,Hamilton (NZL),29 FEB 1984,1151,1984,men_1500m
85,5681,3:36.70,Jens-Peter HEROLD,02 JUN 1965,GDR,1,Rostock (GER),22 JUN 1989,1151,1989,men_1500m
86,5681,3:36.70,Anthony MORRELL,03 MAY 1962,GBR,1,Dijon (FRA),24 JUN 1990,1151,1990,men_1500m
87,5681,3:36.70,Kevin MCKAY,09 FEB 1969,GBR,6,London (GBR),20 JUL 1990,1151,1990,men_1500m
88,5681,3:36.70,Reuben CHESANG,22 DEC 1962,KEN,1,Victoria (CAN),28 AUG 1994,1151,1994,men_1500m
89,5681,3:36.70,Stephen KIPKORIR,24 OCT 1970,KEN,2h3,"Olympic Stadium, Atlanta, GA (USA)",29 JUL 1996,1151,1996,men_1500m
90,5681,3:36.70,Abdelkader CHÉKHÉMANI,18 JUL 1971,FRA,3,Dortmund (GER),26 JUN 1999,1151,1999,men_1500m
91,5681,3:36.70,David KRUMMENACKER,24 MAY 1975,USA,3,Linz (AUT),26 JUL 1999,1151,1999,men_1500m
92,5681,3:36.70,Jason PYRAH,06 APR 1969,USA,2,"Sacramento, CA (USA)",16 JUL 2000,1151,2000,men_1500m
93,5681,3:36.70,Andy DOWNIN,12 MAY 1973,USA,11,"Stade Olympique de la Pontaise, Lausanne (SUI)",04 JUL 2001,1151,2001,men_1500m
94,5681,3:36.70,Luis FEITEIRA,21 APR 1973,POR,14,Stockholm (SWE),17 JUL 2001,1151,2001,men_1500m
95,5681,3:36.70,Tarek BOUKENSA,19 NOV 1981,ALG,2h1,"Olympiastadion, Helsinki (FIN)",06 AUG 2005,1151,2005,men_1500m
96,5681,3:36.7h,Shadrack KORIR,14 DEC 1978,KEN,1,Kasarani (KEN),01 JUL 2006,1151,2006,men_1500m
97,5681,3:36.70,Lopez LOMONG,01 JAN 1985,USA,5h3,"National Stadium, Beijing (CHN)",15 AUG 2008,1151,2008,men_1500m
98,5681,3:36.70,Andrew BADDELEY,20 JUN 1982,GBR,1,Lille (FRA),09 JUN 2012,1151,2012,men_1500m
99,5681,3:36.70,Mohamed AL GARNI,02 JUL 1992,QAT,3,"Stadio Guidobaldi, Rieti (ITA)",09 SEP 2012,1151,2012,men_1500m
0,5681,3:36.70,Johan CRONJE,13 APR 1982,RSA,2f1,Dessau (GER),31 MAY 2013,1151,2013,men_1500m
1,5681,3:36.70,Garrett HEATH,03 NOV 1985,USA,6f1,Heusden-Zolder (BEL),13 JUL 2013,1151,2013,men_1500m
2,5681,3:36.70,Collins CHEBOI,25 SEP 1987,KEN,,"Olympic Stadium, London (GBR)",27 JUL 2013,1151,2013,men_1500m
3,5681,3:36.70,Matthew CENTROWITZ,18 OCT 1989,USA,12,"Letzigrund, Zürich (SUI)",29 AUG 2013,1151,2013,men_1500m
4,5681,3:36.70,Jeff SEE,06 JUN 1986,USA,3,"Greenville, SC (USA)",30 MAY 2015,1151,2015,men_1500m
5,5681,3:36.70,Silas KIPLAGAT,20 AUG 1989,KEN,1,"Bregyó Athletic Center, Székesfehérvár (HUN)",18 JUL 2016,1151,2016,men_1500m
6,5681,3:36.70,David RIBICH,27 DEC 1995,USA,4f1,"Trabuco Hills HS, Mission Viejo, CA (USA)",18 JUL 2021,1151,2021,men_1500m
7,5681,3:36.70,Oliver HOARE,29 JAN 1997,AUS,,"Lakeside Stadium, Melbourne (AUS)",23 FEB 2023,1151,2023,men_1500m
8,5681,3:36.70,Cameron PROCEVIAT,20 SEP 1993,CAN,10,"Mt. Hood Community College, Gresham, OR (USA)",04 JUN 2023,1151,2023,men_1500m
9,5710,3:36.71,Chuck ARAGON,29 MAR 1959,USA,3,"Durham, NC (USA)",26 JUN 1982,1151,1982,men_1500m
