Unnamed: 0,Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score,year,discipline
19,8792,23.07,0.4,Liliana ALLEN,24 MAY 1970,CUB,7f1,"Olympiastadion, Berlin (GER)",30 AUG 1994,1127,1994,women_200m
20,8792,23.07,-1.2,Beverly MCDONALD,15 FEB 1970,JAM,2,Rieti (ITA),05 SEP 1995,1134,1995,women_200m
21,8792,23.07,1.1,Idalmis BONNE,02 FEB 1971,CUB,2,Medellín (COL),12 MAY 1996,1127,1996,women_200m
22,8792,23.07,1.2,Kisha JETT,11 FEB 1975,USA,2h,"Atlanta, GA (USA)",21 JUN 1996,1127,1996,women_200m
23,8792,23.07,1.0,Gwen TORRENCE,12 JUN 1965,USA,3h,"Atlanta, GA (USA)",21 JUN 1996,1127,1996,women_200m
24,8792,23.07,1.3,Debbie FERGUSON,16 JAN 1976,BAH,2,Nassau (BAH),15 JUL 1996,1127,1996,women_200m
25,8792,23.07,-0.5,Alenka BIKAR,07 JAN 1974,SLO,3,La Gosier (FRA),03 MAY 1997,1130,1997,women_200m
26,8792,23.07,-1.1,Zundra FEAGIN-ALEXANDER,12 JUL 1973,USA,2,Basseterre (SKN),08 MAY 1997,1133,1997,women_200m
27,8792,23.07,1.8,Ionela ŢIRLEA-MANOLACHE,09 FEB 1976,ROU,1,Bucureşti (ROU),25 MAY 1997,1127,1997,women_200m
28,8792,23.07,0.1,Pauline DAVIS-THOMPSON,09 JUL 1966,BAH,3,Bratislava (SVK),10 JUN 1997,1127,1997,women_200m
29,8792,23.07,1.3,Gabi ROCKMEIER,29 NOV 1973,GER,4,Frankfurt (GER),29 JUN 1997,1127,1997,women_200m
30,8792,23.07,0.9,Savatheda FYNES,17 OCT 1974,BAH,6,Stockholm (SWE),07 JUL 1997,1127,1997,women_200m
31,8792,23.07,0.3,Cheryl TAPLIN,02 SEP 1972,USA,5qf2,"Olympic Stadium, Athina (GRE)",06 AUG 1997,1127,1997,women_200m
32,8792,23.07,0.3,Chandra STURRUP,12 SEP 1971,BAH,6qf2,"Olympic Stadium, Athina (GRE)",06 AUG 1997,1127,1997,women_200m
33,8792,23.07,-0.8,Cathy FREEMAN,16 FEB 1973,AUS,8,Zürich (SUI),13 AUG 1997,1131,1997,women_200m
34,8792,23.07,0.1,Muriel HURTIS,25 MAR 1979,FRA,1,Mannheim (GER),13 JUN 1998,1127,1998,women_200m
35,8792,23.07,-0.6,Cheryl TAPLIN,02 SEP 1972,USA,3,"New Orleans, LA (USA)",21 JUN 1998,1130,1998,women_200m
36,8792,23.07,-0.6,Carlette GUIDRY,04 SEP 1968,USA,4,"New Orleans, LA (USA)",21 JUN 1998,1130,1998,women_200m
37,8792,23.07,-0.5,Zundra FEAGIN-ALEXANDER,12 JUL 1973,USA,2,Zagreb (CRO),07 JUL 1998,1130,1998,women_200m
38,8792,23.07,-0.8,Atia WEEKES,29 MAY 1980,CAN,1,"Flagstaff, AZ (USA)",09 JUL 1998,1131,1998,women_200m
39,8792,23.07,0.9,Sabrina MULRAIN,10 JUN 1978,GER,4,Leverkusen (GER),09 AUG 1998,1127,1998,women_200m
40,8792,23.07,1.3,Nova PERIS-KNEEBONE,25 FEB 1971,AUS,h,Sydney (AUS),10 AUG 1998,1127,1998,women_200m
41,8792,23.07,0.1,Heide SEYERLING-QUINN,19 AUG 1976,RSA,5,Kuala Lumpur (MAS),19 SEP 1998,1127,1998,women_200m
42,8792,23.07,1.6,LaKeisha BACKUS,25 DEC 1976,USA,2,"Austin, TX (USA)",17 APR 1999,1127,1999,women_200m
43,8792,23.07,0.1,Viktoriya FOMENKO,02 OCT 1970,UKR,1,Kyiv (UKR),14 MAY 1999,1127,1999,women_200m
44,8792,23.07,1.2,Kelli WHITE,01 APR 1977,USA,h,"Athens, GA (USA)",14 MAY 1999,1127,1999,women_200m
45,8792,23.07,0.0,Alenka BIKAR,07 JAN 1974,SLO,1,Ljubljana (SLO),23 MAY 1999,1127,1999,women_200m
46,8792,23.07,0.6,Cydonie MOTHERSILL,19 MAR 1978,CAY,1,"Fairfax, VA (USA)",23 MAY 1999,1127,1999,women_200m
47,8792,23.07,0.3,Katerina KOFFA,10 APR 1969,GRE,2,Athina (GRE),30 MAY 1999,1127,1999,women_200m
48,8792,23.07,0.0,Anna TKACH,17 APR 1975,RUS,1,Moskva (RUS),18 JUN 1999,1127,1999,women_200m
49,8792,23.07,-1.3,Pauline DAVIS-THOMPSON,09 JUL 1966,BAH,4,Winnipeg (CAN),28 JUL 1999,1134,1999,women_200m
50,8792,23.07,-0.4,Juliet CAMPBELL,17 MAR 1970,JAM,3h3,"La Cartuja, Sevilla (ESP)",24 AUG 1999,1129,1999,women_200m
51,8792,23.07,0.2,Sabrina MULRAIN,10 JUN 1978,GER,5h5,"La Cartuja, Sevilla (ESP)",24 AUG 1999,1127,1999,women_200m
52,8792,23.07,0.0,Tetyana TKALICH,30 MAY 1975,UKR,1,Kyiv (UKR),22 SEP 1999,1127,1999,women_200m
53,8792,23.07,-0.4,Dikeledi MOROPANE,12 MAR 1976,RSA,1,Pretoria (RSA),24 MAR 2000,1129,2000,women_200m
54,8792,23.07,1.7,Valma BASS,12 MAR 1974,SKN,2,"Baton Rouge, LA (USA)",15 APR 2000,1127,2000,women_200m
55,8792,23.07,0.5,Fatimat YUSUF,02 MAY 1971,NGR,1,"Irvine, CA (USA)",07 MAY 2000,1127,2000,women_200m
56,8792,23.07,0.4,Viktoriya FOMENKO,02 OCT 1970,UKR,h,Kyiv (UKR),17 JUN 2000,1127,2000,women_200m
57,8792,23.07,-0.4,Oksana EKK,26 NOV 1974,RUS,4,Tula (RUS),25 JUL 2000,1129,2000,women_200m
58,8792,23.07,0.9,Sina SCHIELKE,19 MAY 1981,GER,2,Jena (GER),20 AUG 2000,1127,2000,women_200m
59,8792,23.07,-0.1,Lauren HEWITT,25 NOV 1978,AUS,1h3,"Olympic Stadium, Sydney (AUS)",27 SEP 2000,1127,2000,women_200m
60,8792,23.07,-0.1,Aida DIOP,27 APR 1970,SEN,4,Doha (QAT),18 MAY 2001,1127,2001,women_200m
61,8792,23.07,0.0,Birgit ROCKMEIER,29 NOV 1973,GER,2,Nürnberg (GER),17 JUN 2001,1127,2001,women_200m
62,8792,23.07,-0.5,Mary ONYALI-OMAGBEMI,03 FEB 1968,NGR,7,Nice (FRA),09 JUL 2001,1130,2001,women_200m
63,8792,23.07,0.0,Angel PERKINS-MCLEAN,05 OCT 1984,USA,1,Debrecen (HUN),15 JUL 2001,1127,2001,women_200m
64,8792,23.07,0.5,Kaltouma NADJINA,16 NOV 1976,CHA,1,Ottawa (CAN),23 JUL 2001,1127,2001,women_200m
65,8792,23.07,0.8,Lauren HEWITT,25 NOV 1978,AUS,3h2,"Commonwealth Stadium, Edmonton (CAN)",08 AUG 2001,1127,2001,women_200m
66,8792,23.07,-0.7,Fabé DIA,14 FEB 1977,FRA,6h4,"Commonwealth Stadium, Edmonton (CAN)",08 AUG 2001,1131,2001,women_200m
67,8792,23.07,0.0,Alenka BIKAR,07 JAN 1974,SLO,2,Sevilla (ESP),23 JUN 2002,1127,2002,women_200m
68,8792,23.07,0.7,Roxana DÍAZ,17 MAY 1981,CUB,1,Alcalá de Henáres (ESP),29 JUN 2002,1127,2002,women_200m
69,8792,23.07,-0.1,Vernicha JAMES,06 JUN 1984,GBR,1sf2,"National Stadium, Kingston (JAM)",19 JUL 2002,1127,2002,women_200m
70,8792,23.07,0.2,Cydonie MOTHERSILL,19 MAR 1978,CAY,3sf1,Manchester (GBR),29 JUL 2002,1127,2002,women_200m
71,8792,23.07,0.0,Gabi ROCKMEIER,29 NOV 1973,GER,3sf2,"Olympiastadion, München (GER)",09 AUG 2002,1127,2002,women_200m
72,8792,23.07,0.0,Geraldine PILLAY,25 AUG 1977,RSA,3,Pretoria (RSA),04 APR 2003,1127,2003,women_200m
73,8792,23.07,-0.2,Beverly MCDONALD,15 FEB 1970,JAM,2,Helsinki (FIN),18 AUG 2003,1128,2003,women_200m
74,8792,23.07,-0.1,Lauren HEWITT,25 NOV 1978,AUS,4sf1,"Stade de France, Paris-St-Denis (FRA)",27 AUG 2003,1127,2003,women_200m
75,8792,23.07,-0.2,Cydonie MOTHERSILL,19 MAR 1978,CAY,7sf2,"Stade de France, Paris-St-Denis (FRA)",27 AUG 2003,1128,2003,women_200m
76,8792,23.07,1.6,Wyllesheia MYRICK,21 NOV 1979,USA,2,Fort-de-France (FRA),24 APR 2004,1127,2004,women_200m
77,8792,23.07,0.4,Natasha JOE-MAYERS,10 MAR 1979,VIN,1,St-Martin (FRA),22 MAY 2004,1127,2004,women_200m
78,8792,23.07,,Nataliya PYHYDA,30 JAN 1981,UKR,1,Nikolayev (UKR),09 JUN 2004,1127,2004,women_200m
79,8792,23.07,-0.7,Marilia GREGORIOU,13 FEB 1980,CYP,2,Athina (GRE),12 JUN 2004,1131,2004,women_200m
80,8792,23.07,1.0,Allyson FELIX,18 NOV 1985,USA,1h4,"College Station, TX (USA)",27 JUN 2004,1127,2004,women_200m
81,8792,23.07,,Saraswati DEY-SAHA,23 NOV 1979,IND,1,Bengaluru (IND),23 JUL 2004,1127,2004,women_200m
82,8792,23.07,-0.1,Merlene OTTEY,10 MAY 1960,SLO,4qf4,"Olympic Stadium, Athina (GRE)",23 AUG 2004,1127,2004,women_200m
83,8792,23.07,0.0,Tonique WILLIAMS-DARLING,17 JAN 1976,BAH,3,Hermosillo (MEX),21 MAY 2005,1127,2005,women_200m
84,8792,23.07,0.9,Tremedia BRICE,22 JUL 1981,USA,1,"Norman, OK (USA)",28 MAY 2005,1127,2005,women_200m
85,8792,23.07,0.3,Peta-Gaye DOWDIE,18 JAN 1977,JAM,2,Heusden-Zolder (BEL),23 JUL 2005,1127,2005,women_200m
86,8792,23.07,0.6,Sheri-Ann BROOKS,11 FEB 1983,JAM,5,Melbourne (AUS),23 MAR 2006,1127,2006,women_200m
87,8792,23.07,1.7,Monika BEJNAR,10 MAR 1981,POL,1,Biala Podlaska (POL),27 MAY 2006,1127,2006,women_200m
88,8792,23.07,1.9,Antonette CARTER,16 FEB 1984,USA,3,"Provo, UT (USA)",27 MAY 2006,1127,2006,women_200m
89,8792,23.07,1.4,Yuliya GUSHCHINA,04 MAR 1983,RUS,3,Oslo (NOR),02 JUN 2006,1127,2006,women_200m
90,8792,23.07,,Yekaterina LESHCHOVA-GRIGORYEVA,21 APR 1974,RUS,6,Tula (RUS),16 JUL 2006,1127,2006,women_200m
91,8792,23.07,0.8,Monika BEJNAR,10 MAR 1981,POL,1h1,"Ullevi Stadium, Göteborg (SWE)",10 AUG 2006,1127,2006,women_200m
92,8792,23.07,-2.1,Kim GEVAERT,05 AUG 1978,BEL,1sf1,"Ullevi Stadium, Göteborg (SWE)",11 AUG 2006,1139,2006,women_200m
93,8792,23.07,-0.5,Tahesia HARRIGAN-SCOTT,15 FEB 1982,IVB,1,La Chaux-de-Fonds (SUI),20 AUG 2006,1130,2006,women_200m
94,8792,23.07,-0.1,Debbie DUNN,26 MAR 1978,USA,1,"Greensboro, NC (USA)",21 APR 2007,1127,2007,women_200m
95,8792,23.07,1.6,Nadine PALMER,19 FEB 1983,JAM,5,"Icahn Stadium, New York, NY (USA)",02 JUN 2007,1127,2007,women_200m
96,8792,23.07,1.1,Monika BEJNAR,10 MAR 1981,POL,5,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",10 JUN 2007,1127,2007,women_200m
97,8792,23.07,1.5,Cathleen TSCHIRCH,23 JUL 1979,GER,1,Erfurt (GER),22 JUL 2007,1127,2007,women_200m
98,8792,23.07,-0.2,Debbie FERGUSON-MCKENZIE,16 JAN 1976,BAH,2h2,"Yanmar Stadium Nagai, Osaka (JPN)",29 AUG 2007,1128,2007,women_200m
99,8792,23.07,1.2,Debbie FERGUSON-MCKENZIE,16 JAN 1976,BAH,2,"Olympiastadion, Berlin (GER)",16 SEP 2007,1127,2007,women_200m
0,8792,23.07,1.3,Christine AMERTIL,18 AUG 1979,BAH,1,"Athens, GA (USA)",19 APR 2008,1127,2008,women_200m
1,8792,23.07,0.3,Alexandria ANDERSON,28 JAN 1987,USA,2h2,"Lincoln, NE (USA)",30 MAY 2008,1127,2008,women_200m
2,8792,23.07,0.7,Stephanie DURST,06 JAN 1982,USA,7,"Olympiastadion, Berlin (GER)",01 JUN 2008,1127,2008,women_200m
3,8792,23.07,-0.5,Debbie FERGUSON-MCKENZIE,16 JAN 1976,BAH,5,"Bislett Stadion, Oslo (NOR)",06 JUN 2008,1130,2008,women_200m
4,8792,23.07,-0.7,Alexandria ANDERSON,28 JAN 1987,USA,3sf1,"Des Moines, IA (USA)",12 JUN 2008,1131,2008,women_200m
5,8792,23.07,0.3,Vida ANIM,07 DEC 1983,GHA,1,Naimette-Xhovémont (BEL),16 JUL 2008,1127,2008,women_200m
6,8792,23.07,-1.7,Marshevet HOOKER,25 SEP 1984,USA,1h3,"National Stadium, Beijing (CHN)",19 AUG 2008,1137,2008,women_200m
7,8792,23.07,-1.0,LaVerne JONES-FERRETTE,16 SEP 1981,ISV,1,Baie Mahault (FRA),01 MAY 2009,1133,2009,women_200m
8,8792,23.07,-1.0,Rachelle BOONE-SMITH,30 JUN 1981,USA,2,Baie Mahault (FRA),01 MAY 2009,1133,2009,women_200m
9,8792,23.07,1.4,Semoy HACKETT,27 NOV 1988,TTO,1h2,"San Angelo, TX (USA)",21 MAY 2009,1127,2009,women_200m
10,8792,23.07,,Lyudmila LITVINOVA,08 JUN 1985,RUS,1h5,Sochi (RUS),30 MAY 2009,1127,2009,women_200m
11,8792,23.07,1.0,Samantha HENRY-ROBINSON,25 SEP 1988,JAM,2sf1,"Fayetteville, AR (USA)",11 JUN 2009,1127,2009,women_200m
12,8792,23.07,-1.2,Samantha HENRY-ROBINSON,25 SEP 1988,JAM,6,"Fayetteville, AR (USA)",13 JUN 2009,1134,2009,women_200m
13,8792,23.07,-1.4,Ewelina PTAK,20 MAR 1987,POL,2,"S. Darius & S. Girėnas Stadium, Kaunas (LTU)",18 JUL 2009,1135,2009,women_200m
14,8792,23.07,1.7,Johanna DANOIS,04 APR 1987,FRA,1,Angers (FRA),24 JUL 2009,1127,2009,women_200m
15,8792,23.07,0.1,Yuliya GUSHCHINA,04 MAR 1983,RUS,3h2,"Olympiastadion, Berlin (GER)",19 AUG 2009,1127,2009,women_200m
16,8792,23.07,0.3,Shavon GREAVES,20 DEC 1988,USA,2f1,"Gainesville, FL (USA)",02 APR 2010,1127,2010,women_200m
17,8792,23.07,0.5,Semoy HACKETT,27 NOV 1988,TTO,1f1,"Bloomington, IN (USA)",07 MAY 2010,1127,2010,women_200m
18,8792,23.07,-0.2,Me'Lisa BARBER,04 OCT 1980,USA,3,Ponce (PUR),08 MAY 2010,1128,2010,women_200m
19,8792,23.07,0.7,Tiffany TOWNSEND,14 JUN 1989,USA,3,"Columbia, MO (USA)",16 MAY 2010,1127,2010,women_200m
20,8792,23.07,-0.3,Ana Claudia LEMOS,06 NOV 1988,BRA,3,Rio de Janeiro (BRA),23 MAY 2010,1128,2010,women_200m
21,8792,23.07,-1.0,Peta-Gaye DOWDIE,18 JAN 1977,JAM,1,"Clermont, FL (USA)",12 JUN 2010,1133,2010,women_200m
22,8792,23.07,0.2,Porscha LUCAS,18 JUN 1988,USA,1h1,"Drake Stadium, Des Moines, IA (USA)",27 JUN 2010,1127,2010,women_200m
23,8792,23.07,-0.4,Shareese WOODS,20 FEB 1985,USA,1f2,Bottrop (GER),09 JUL 2010,1129,2010,women_200m
24,8792,23.07,0.4,Aleksandra FEDORIVA-SPAYER,13 SEP 1988,RUS,4,"Boudewijnstadion, Bruxelles (BEL)",27 AUG 2010,1127,2010,women_200m
25,8792,23.07,1.7,Simone FACEY,07 MAY 1985,JAM,1f1,"Orlando, FL (USA)",26 MAR 2011,1127,2011,women_200m
26,8792,23.07,-0.3,Jessica BEARD,08 JAN 1989,USA,5,"Norman, OK (USA)",15 MAY 2011,1128,2011,women_200m
27,8792,23.07,2.0,Patricia HALL,16 OCT 1982,JAM,2f1,"Clermont, FL (USA)",04 JUN 2011,1127,2011,women_200m
28,8792,23.07,1.2,Kai SELVON,13 APR 1992,TTO,4h1,"Des Moines, IA (USA)",09 JUN 2011,1127,2011,women_200m
29,8792,23.07,1.1,Shareese WOODS,20 FEB 1985,USA,4h1,"Hayward Field, Eugene, OR (USA)",25 JUN 2011,1127,2011,women_200m
30,8792,23.07,0.5,Schillonie CALVERT-POWELL,27 JUL 1988,JAM,4h2,Kingston (JAM),25 JUN 2011,1127,2011,women_200m
31,8792,23.07,1.5,Anneisha MCLAUGHLIN-WHILBY,06 JAN 1986,JAM,1,Nuoro (ITA),13 JUL 2011,1127,2011,women_200m
32,8792,23.07,0.7,Geisa Aparecida COUTINHO,01 JUN 1980,BRA,1h2,São Paulo (BRA),06 AUG 2011,1127,2011,women_200m
33,8792,23.07,1.3,Alexandria ANDERSON,28 JAN 1987,USA,1f1,"Austin, TX (USA)",21 APR 2012,1127,2012,women_200m
34,8792,23.07,-1.2,Kimberlyn DUNCAN,02 AUG 1991,USA,1h2,"Baton Rouge, LA (USA)",11 MAY 2012,1134,2012,women_200m
35,8792,23.07,-1.1,Yuliya CHERMOSHANSKAYA,06 JAN 1986,RUS,2,Sochi (RUS),27 MAY 2012,1133,2012,women_200m
36,8792,23.07,1.2,Chalonda GOODMAN,29 SEP 1990,USA,4h6,"Hayward Field, Eugene, OR (USA)",28 JUN 2012,1127,2012,women_200m
37,8792,23.07,0.8,Evelyn Carolina de Oliveira DOS SANTOS,11 APR 1985,BRA,4h6,"Olympic Stadium, London (GBR)",06 AUG 2012,1127,2012,women_200m
38,8792,23.07,1.6,DeeDee TROTTER,08 DEC 1982,USA,1f3,"Gainesville, FL (USA)",05 APR 2013,1127,2013,women_200m
39,8792,23.07,1.3,Ashton PURVIS,12 JUL 1992,USA,3,"Columbia, SC (USA)",12 MAY 2013,1127,2013,women_200m
40,8792,23.07,0.9,Mariya RYEMYEN,02 AUG 1987,UKR,4,"Alexander Stadium, Birmingham (GBR)",30 JUN 2013,1127,2013,women_200m
41,8792,23.07,0.0,Hanna-Maari LATVALA,30 OCT 1987,FIN,3h1,"Luzhniki Stadion, Moskva (RUS)",15 AUG 2013,1127,2013,women_200m
42,8792,23.07,-1.6,TyNia GAITHER,16 MAR 1993,BAH,3,"Pullman, WA (USA)",18 MAY 2014,1136,2014,women_200m
43,8792,23.07,0.3,Anneisha MCLAUGHLIN-WHILBY,06 JAN 1986,JAM,1f1,Kortrijk (BEL),12 JUL 2014,1127,2014,women_200m
44,8792,23.07,0.1,Francena MCCORORY,20 OCT 1988,USA,1f6,"Hampton, VA (USA)",10 APR 2015,1127,2015,women_200m
45,8792,23.07,-0.9,Kimberlyn DUNCAN,02 AUG 1991,USA,f1,"Los Angeles, CA (USA)",11 APR 2015,1132,2015,women_200m
46,8792,23.07,1.1,Kerron STEWART,16 APR 1984,JAM,5,"CIBC, Toronto (CAN)",24 JUL 2015,1127,2015,women_200m
47,8792,23.07,1.6,Anna KIEŁBASIŃSKA,26 JUN 1990,POL,2,"Olympiastadion, Stockholm (SWE)",30 JUL 2015,1127,2015,women_200m
48,8792,23.07,-0.1,Anna KIEŁBASIŃSKA,26 JUN 1990,POL,7sf2,"National Stadium, Beijing (CHN)",27 AUG 2015,1127,2015,women_200m
49,8792,23.07,-0.1,Kimberly HYACINTHE,28 MAR 1989,CAN,7sf3,"National Stadium, Beijing (CHN)",27 AUG 2015,1127,2015,women_200m
50,8792,23.07,0.1,Marie-Josée TA LOU,18 NOV 1988,CIV,1h6,Brazzaville (CGO),16 SEP 2015,1127,2015,women_200m
51,8792,23.07,0.0,Isidora JIMÉNEZ,10 AUG 1993,CHI,1f1,Cuenca (ECU),27 MAR 2016,1127,2016,women_200m
52,8792,23.07,0.5,Lauren Rain WILLIAMS,25 JUL 1999,USA,1f2,"Walnut, CA (USA)",16 APR 2016,1127,2016,women_200m
53,8792,23.07,0.4,Dezerea BRYANT,27 APR 1993,USA,3f1,"Tallahassee, FL (USA)",16 APR 2016,1127,2016,women_200m
54,8792,23.07,0.7,Gabrielle FARQUHARSON,12 DEC 1992,USA,3,"Lincoln, NE (USA)",15 MAY 2016,1127,2016,women_200m
55,8792,23.07,-0.6,Viktoriya ZYABKINA,04 SEP 1992,KAZ,1,Rishon Letzion (ISR),24 MAY 2016,1130,2016,women_200m
56,8792,23.07,1.1,Jennifer GALAIS,07 MAR 1992,FRA,1f1,Vénissieux (FRA),05 JUN 2016,1127,2016,women_200m
57,8792,23.07,1.9,Jasmine CAMACHO-QUINN,21 AUG 1996,USA,8,"Eugene, OR (USA)",11 JUN 2016,1127,2016,women_200m
58,8792,23.07,0.7,Srabani NANDA,07 MAY 1991,IND,3,Almaty (KAZ),26 JUN 2016,1127,2016,women_200m
59,8792,23.07,-0.3,Veronica CAMPBELL-BROWN,15 MAY 1982,JAM,3h2,Kingston (JAM),02 JUL 2016,1128,2016,women_200m
60,8792,23.07,-0.2,Kori CARTER,03 JUN 1992,USA,1f1,"Tempe, AZ (USA)",18 MAR 2017,1128,2017,women_200m
61,8792,23.07,1.3,Briyahna DESROSIERS,11 MAR 1996,USA,3f3,"San Antonio, TX (USA)",25 MAR 2017,1127,2017,women_200m
62,8792,23.07,0.0,Teahna DANIELS,25 MAR 1997,USA,1f1,"Austin, TX (USA)",01 APR 2017,1127,2017,women_200m
63,8792,23.07,0.9,Kevona DAVIS,20 DEC 2001,JAM,1,Kingston (JAM),01 APR 2017,1127,2017,women_200m
64,8792,23.07,-0.1,Sabria HADLEY,01 JAN 1995,USA,4h6,"Lexington, KY (USA)",26 MAY 2017,1127,2017,women_200m
65,8792,23.07,1.9,Diamond SPAULDING,29 SEP 1996,USA,4sf3,"Eugene, OR (USA)",08 JUN 2017,1127,2017,women_200m
66,8792,23.07,0.2,Nediam VARGAS,05 SEP 1994,VEN,1f1,Ciudad Real (ESP),17 JUN 2017,1127,2017,women_200m
67,8792,23.07,-1.5,Deanna HILL,13 APR 1996,USA,2h3,"Sacramento, CA (USA)",24 JUN 2017,1136,2017,women_200m
68,8792,23.07,0.0,Semoy HACKETT,27 NOV 1988,TTO,3f2,Port-of-Spain (TTO),25 JUN 2017,1127,2017,women_200m
69,8792,23.07,-0.3,Nadine GONSKA,23 JAN 1990,GER,2h3,Erfurt (GER),09 JUL 2017,1128,2017,women_200m
70,8792,23.07,-0.7,Justine PALFRAMAN,04 NOV 1993,RSA,1f1,Bruxelles (BEL),09 JUL 2017,1131,2017,women_200m
71,8792,23.07,-1.9,Maya Fonda BRUNEY,24 FEB 1998,GBR,1sf1,Grosseto (ITA),22 JUL 2017,1138,2017,women_200m
72,8792,23.07,0.8,TyNia GAITHER,16 MAR 1993,BAH,8,"Olympic Stadium, London (GBR)",11 AUG 2017,1127,2017,women_200m
73,8792,23.07,0.4,Guifen HUANG,20 AUG 1997,CHN,1sf2,Tianjin (CHN),04 SEP 2017,1127,2017,women_200m
74,8792,23.07,2.0,Kiana HORTON,29 JAN 1997,USA,3f5,"San Antonio, TX (USA)",24 MAR 2018,1127,2018,women_200m
75,8792,23.07,-1.2,Kendall ELLIS,08 MAR 1996,USA,1f1,"Los Angeles, CA (USA)",24 MAR 2018,1134,2018,women_200m
76,8792,23.07,1.9,Alaysha JOHNSON,20 JUL 1996,USA,3f1,"Tucson, AZ (USA)",28 APR 2018,1127,2018,women_200m
77,8792,23.07,1.4,Jasmin REED,20 FEB 1999,USA,4h2,"Palo Alto, CA (USA)",12 MAY 2018,1127,2018,women_200m
78,8792,23.07,0.6,Khianna GRAY,30 DEC 1996,USA,6,"Knoxville, TN (USA)",13 MAY 2018,1127,2018,women_200m
79,8792,23.07,1.0,Ángela Gabriela TENORIO,27 JAN 1996,ECU,2,Cochabamba (BOL),07 JUN 2018,1127,2018,women_200m
80,8792,23.07,0.4,Ajla DEL PONTE,15 JUL 1996,SUI,2f1,La Chaux-de-Fonds (SUI),01 JUL 2018,1127,2018,women_200m
81,8792,23.07,-1.2,Shannon HYLTON,19 DEC 1996,GBR,1f1,Gent (BEL),22 JUL 2018,1134,2018,women_200m
82,8792,23.07,0.4,Krystsina TSIMANOUSKAYA,19 NOV 1996,BLR,1h3,"Olympiastadion, Berlin (GER)",10 AUG 2018,1127,2018,women_200m
83,8792,23.07,0.3,Phyllis FRANCIS,04 MAY 1992,USA,3h2,Toronto (CAN),10 AUG 2018,1127,2018,women_200m
84,8792,23.07,0.1,TyNia GAITHER,16 MAR 1993,BAH,1,St. George's (GRN),13 APR 2019,1127,2019,women_200m
85,8792,23.07,-0.5,Kynnedy FLANNEL,12 JUL 2000,USA,3f2,"Torrance, CA (USA)",20 APR 2019,1130,2019,women_200m
86,8792,23.07,1.4,Shamier LITTLE,20 MAR 1995,USA,5f5,"Fayetteville, AR (USA)",26 APR 2019,1127,2019,women_200m
87,8792,23.07,-1.3,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1f2,Kingston (JAM),04 MAY 2019,1134,2019,women_200m
88,8792,23.07,0.6,Payton CHADWICK,29 NOV 1995,USA,6qf3,"Sacramento, CA (USA)",25 MAY 2019,1127,2019,women_200m
89,8792,23.07,1.9,Kyra JEFFERSON,23 SEP 1994,USA,8,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1127,2019,women_200m
90,8792,23.07,1.6,Candace HILL,11 FEB 1999,USA,1f1,Cork City (IRL),14 AUG 2019,1127,2019,women_200m
91,8792,23.07,-0.2,Krystsina TSIMANOUSKAYA,19 NOV 1996,BLR,1h1,Minsk (BLR),31 AUG 2019,1128,2019,women_200m
92,8792,23.07,0.0,Kristina Marie KNOTT,25 SEP 1995,PHI,1h1,New Clark City (PHI),07 DEC 2019,1127,2019,women_200m
93,8792,23.07,-0.7,Jessica-Bianca WESSOLLY,11 DEC 1996,GER,1,"Eintracht-Stadion, Braunschweig (GER)",09 AUG 2020,1131,2020,women_200m
94,8792,23.07,0.9,Rhoda NJOBVU,29 JAN 1994,ZAM,1f1,"National Heroes Stadium, Lusaka (ZAM)",06 DEC 2020,1127,2020,women_200m
95,8792,23.07,1.0,Dezerea BRYANT,27 APR 1993,USA,4f1,"Percy Beard Track, Gainesville, FL (USA)",16 APR 2021,1127,2021,women_200m
96,8792,23.07,-1.0,Stephenie Ann MCPHERSON,25 NOV 1988,JAM,1f2,"National Stadium, Kingston (JAM)",01 MAY 2021,1133,2021,women_200m
97,8792,23.07,0.3,Cynthia BOLINGO,12 JAN 1993,BEL,2f1,"Putbosstadion, Oordegem (BEL)",29 MAY 2021,1127,2021,women_200m
98,8792,23.07,-2.9,Beth DOBBIN,07 JUN 1994,GBR,2,"Sportcity Regional Arena, Manchester (GBR)",27 JUN 2021,1144,2021,women_200m
99,8792,23.07,0.0,Shary VALLECILLA,26 OCT 2001,COL,2,"Pascual Guerrero Stadium, Cali (COL)",03 DEC 2021,1127,2021,women_200m
0,8792,23.07,0.4,Jaide STEPTER BAYNES,25 SEP 1994,USA,1f1,"Jack Rose Track, Long Beach, CA (USA)",05 MAR 2022,1127,2022,women_200m
1,8792,23.07,1.9,Aneesa SCOTT,,USA,1f1,"Elmer Gray Stadium, Abilene, TX (USA)",19 MAR 2022,1127,2022,women_200m
2,8792,23.07,1.7,Kennedy SIMON,12 FEB 2000,USA,4f7,"Hilmer Lodge Stadium, Walnut, CA (USA)",15 APR 2022,1127,2022,women_200m
3,8792,23.07,1.3,Shashalee FORBES,10 MAY 1996,JAM,4,"National Stadium, Kingston (JAM)",23 APR 2022,1127,2022,women_200m
